マップデータ				
string Node Prefix	int サイズ.values	int マップ位置.values	string 種別	int 番号
		10		
２部ＪＡＰＡＮ.データ.００８１		60	箱	191
		10		
２部ＪＡＰＡＮ.データ.００８２		61	道（─）	
		10		
２部ＪＡＰＡＮ.データ.００８３		62	道（─）	
		10		
２部ＪＡＰＡＮ.データ.００８４		63	箱	192
		10		
２部ＪＡＰＡＮ.データ.００８５		63	道（└）	
		11		
２部ＪＡＰＡＮ.データ.００８６		64	道（─）	
		10		
２部ＪＡＰＡＮ.データ.００８７		64	道（┐）	
		11		
２部ＪＡＰＡＮ.データ.００８８		64	道（└）	
		12		
２部ＪＡＰＡＮ.データ.００８９		65	箱	194
		10		
２部ＪＡＰＡＮ.データ.００９０		65	道（─）	
		12		
２部ＪＡＰＡＮ.データ.００９１		66	道（─）	
		10		
２部ＪＡＰＡＮ.データ.００９２		66	道（─）	
		12		
２部ＪＡＰＡＮ.データ.００９３		67	道（┬）	
		10		
２部ＪＡＰＡＮ.データ.００９４		67	道（│）	
		11		
２部ＪＡＰＡＮ.データ.００９５		67	道（┘）	
		12		
２部ＪＡＰＡＮ.データ.００９６		68	箱	195
		10		
２部ＪＡＰＡＮ.データ.００９７		69	道（─）	
		10		
２部ＪＡＰＡＮ.データ.００９８		70	道（─）	
		10		
２部ＪＡＰＡＮ.データ.００９９		71	箱	200
		10		
２部ＪＡＰＡＮ.データ.０１００		72	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１０１		73	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１０２		74	箱	210
		10		
２部ＪＡＰＡＮ.データ.０１０３		75	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１０４		76	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１０５		77	箱	220
		10		
２部ＪＡＰＡＮ.データ.０１０６		78	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１０７		79	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１０８		80	箱	230
		10		
２部ＪＡＰＡＮ.データ.０１０９		81	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１１０		82	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１１１		83	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１１２		84	道（┌）	
		9		
２部ＪＡＰＡＮ.データ.０１１３		84	箱	240
		10		
２部ＪＡＰＡＮ.データ.０１１４		85	道（─）	
		9		
２部ＪＡＰＡＮ.データ.０１１５		85	道（┐）	
		10		
２部ＪＡＰＡＮ.データ.０１１６		85	道（│）	
		11		
２部ＪＡＰＡＮ.データ.０１１７		85	道（└）	
		12		
２部ＪＡＰＡＮ.データ.０１１８		86	道（┐）	
		9		
２部ＪＡＰＡＮ.データ.０１１９		86	道（└）	
		10		
２部ＪＡＰＡＮ.データ.０１２０		86	箱	245
		12		
２部ＪＡＰＡＮ.データ.０１２１		87	箱	244
		10		
２部ＪＡＰＡＮ.データ.０１２２		87	道（─）	
		12		
２部ＪＡＰＡＮ.データ.０１２３		88	道（┐）	
		10		
２部ＪＡＰＡＮ.データ.０１２４		88	道（│）	
		11		
２部ＪＡＰＡＮ.データ.０１２５		88	道（┴）	
		12		
２部ＪＡＰＡＮ.データ.０１２６		89	箱	246
		12		
２部ＪＡＰＡＮ.データ.０１２７		90	道（┌）	
		11		
２部ＪＡＰＡＮ.データ.０１２８		90	道（┘）	
		12		
２部ＪＡＰＡＮ.データ.０１２９		91	道（┌）	
		10		
２部ＪＡＰＡＮ.データ.０１３０		91	道（┘）	
		11		
２部ＪＡＰＡＮ.データ.０１３１		92	箱	250
		10		
２部ＪＡＰＡＮ.データ.０１３２		93	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１３３		94	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１３４		95	箱	260
		10		
２部ＪＡＰＡＮ.データ.０１３５		96	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１３６		97	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１３７		98	箱	266
		10		
２部ＪＡＰＡＮ.データ.０１３８		99	道（┌）	
		8		
２部ＪＡＰＡＮ.データ.０１３９		99	道（│）	
		9		
２部ＪＡＰＡＮ.データ.０１４０		99	道（┘）	
		10		
２部ＪＡＰＡＮ.データ.０１４１		100	箱	270
		8		
２部ＪＡＰＡＮ.データ.０１４２		101	道（─）	
		8		
２部ＪＡＰＡＮ.データ.０１４３		102	道（┐）	
		8		
２部ＪＡＰＡＮ.データ.０１４４		102	道（└）	
		9		
２部ＪＡＰＡＮ.データ.０１４５		103	箱	280
		9		
２部ＪＡＰＡＮ.データ.０１４６		104	道（┌）	
		8		
２部ＪＡＰＡＮ.データ.０１４７		104	道（┘）	
		9		
２部ＪＡＰＡＮ.データ.０１４８		105	道（─）	
		8		
２部ＪＡＰＡＮ.データ.０１４９		106	箱	290
		8		
２部ＪＡＰＡＮ.データ.０１５０		106	道（│）	
		9		
２部ＪＡＰＡＮ.データ.０１５１		106	道（└）	
		10		
２部ＪＡＰＡＮ.データ.０１５２		107	道（┐）	
		8		
２部ＪＡＰＡＮ.データ.０１５３		107	道（└）	
		9		
２部ＪＡＰＡＮ.データ.０１５４		107	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１５５		108	道（─）	
		9		
２部ＪＡＰＡＮ.データ.０１５６		108	箱	305
		10		
２部ＪＡＰＡＮ.データ.０１５７		109	箱	300
		9		
２部ＪＡＰＡＮ.データ.０１５８		109	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１５９		110	道（┐）	
		9		
２部ＪＡＰＡＮ.データ.０１６０		110	道（┴）	
		10		
２部ＪＡＰＡＮ.データ.０１６１		111	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１６２		112	箱	310
		10		
２部ＪＡＰＡＮ.データ.０１６３		113	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１６４		114	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１６５		115	箱	320
		10		
２部ＪＡＰＡＮ.データ.０１６６		116	道（┐）	
		10		
２部ＪＡＰＡＮ.データ.０１６７		116	道（│）	
		11		
２部ＪＡＰＡＮ.データ.０１６８		116	道（└）	
		12		
２部ＪＡＰＡＮ.データ.０１６９		117	道（─）	
		12		
２部ＪＡＰＡＮ.データ.０１７０		118	箱	330
		12		
２部ＪＡＰＡＮ.データ.０１７１		119	道（─）	
		12		
２部ＪＡＰＡＮ.データ.０１７２		120	箱	340
		12		
２部ＪＡＰＡＮ.データ.０１７３		121	道（─）	
		12		
２部ＪＡＰＡＮ.データ.０１７４		122	道（┌）	
		10		
２部ＪＡＰＡＮ.データ.０１７５		122	道（│）	
		11		
２部ＪＡＰＡＮ.データ.０１７６		122	道（┘）	
		12		
２部ＪＡＰＡＮ.データ.０１７７		123	箱	350
		10		
２部ＪＡＰＡＮ.データ.０１７８		124	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１７９		125	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１８０		126	箱	360
		10		
２部ＪＡＰＡＮ.データ.０１８１		127	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１８２		128	箱	370
		10		
２部ＪＡＰＡＮ.データ.０１８３		129	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１８４		130	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１８５		131	箱	380
		10		
２部ＪＡＰＡＮ.データ.０１８６		132	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１８７		133	箱	390
		10		
２部ＪＡＰＡＮ.データ.０１８８		134	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１８９		135	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１９０		136	箱	400
		10		
２部ＪＡＰＡＮ.データ.０１９１		137	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１９２		138	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１９３		139	箱	410
		10		
２部ＪＡＰＡＮ.データ.０１９４		140	道（─）	
		10		
２部ＪＡＰＡＮ.データ.０１９５		141	箱	420
		10		
２部お茶会	41			
	30			
２部お茶会.データ.０００１		3	箱	10
		16		
２部お茶会.データ.０００２		4	道（─）	
		16		
２部お茶会.データ.０００３		5	道（─）	
		16		
２部お茶会.データ.０００４		6	箱	200
		6		
２部お茶会.データ.０００５		6	道（─）	
		16		
２部お茶会.データ.０００６		7	道（─）	
		6		
２部お茶会.データ.０００７		7	箱	20
		16		
２部お茶会.データ.０００８		8	道（─）	
		6		
２部お茶会.データ.０００９		9	箱	210
		6		
２部お茶会.データ.００１０		10	道（─）	
		6		
２部お茶会.データ.００１１		11	道（─）	
		6		
２部お茶会.データ.００１２		12	道（┌）	
		5		
２部お茶会.データ.００１３		12	箱	220
		6		
２部お茶会.データ.００１４		12	道（└）	
		7		
２部お茶会.データ.００１５		13	箱	225
		5		
２部お茶会.データ.００１６		13	箱	226
		7		
２部お茶会.データ.００１７		14	道（┐）	
		5		
２部お茶会.データ.００１８		14	道（├）	
		6		
２部お茶会.データ.００１９		14	道（┘）	
		7		
２部お茶会.データ.００２０		15	道（┌）	
		5		
２部お茶会.データ.００２１		15	箱	230
		6		
２部お茶会.データ.００２２		15	道（└）	
		7		
２部お茶会.データ.００２３		16	箱	235
		5		
２部お茶会.データ.００２４		16	箱	236
		7		
２部お茶会.データ.００２５		17	道（┐）	
		5		
２部お茶会.データ.００２６		17	道（├）	
		6		
２部お茶会.データ.００２７		17	道（┘）	
		7		
２部お茶会.データ.００２８		18	道（┌）	
		5		
２部お茶会.データ.００２９		18	箱	240
		6		
２部お茶会.データ.００３０		18	道（└）	
		7		
２部お茶会.データ.００３１		18	箱	100
		22		
２部お茶会.データ.００３２		19	箱	245
		5		
２部お茶会.データ.００３３		19	箱	246
		7		
２部お茶会.データ.００３４		19	道（─）	
		22		
２部お茶会.データ.００３５		20	道（┐）	
		5		
２部お茶会.データ.００３６		20	道（├）	
		6		
２部お茶会.データ.００３７		20	道（┘）	
		7		
２部お茶会.データ.００３８		20	道（─）	
		22		
２部お茶会.データ.００３９		21	道（─）	
		6		
２部お茶会.データ.００４０		21	箱	110
		22		
２部お茶会.データ.００４１		22	箱	250
		6		
２部お茶会.データ.００４２		22	道（─）	
		22		
２部お茶会.データ.００４３		23	道（─）	
		6		
２部お茶会.データ.００４４		23	道（─）	
		22		
２部お茶会.データ.００４５		24	道（─）	
		6		
２部お茶会.データ.００４６		24	箱	120
		22		
２部お茶会.データ.００４７		25	箱	260
		6		
２部お茶会.データ.００４８		25	道（─）	
		22		
２部お茶会.データ.００４９		26	道（─）	
		6		
２部お茶会.データ.００５０		26	道（─）	
		22		
２部お茶会.データ.００５１		27	道（─）	
		6		
２部お茶会.データ.００５２		27	箱	130
		22		
２部お茶会.データ.００５３		28	道（─）	
		6		
２部お茶会.データ.００５４		29	箱	270
		6		
２部お茶会.データ.００５５		30	道（─）	
		6		
２部お茶会.データ.００５６		31	道（─）	
		6		
２部お茶会.データ.００５７		32	箱	280
		6		
２部お茶会.データ.００５８		33	道（─）	
		6		
２部お茶会.データ.００５９		34	道（─）	
		6		
２部お茶会.データ.００６０		35	箱	290
		6		
２部お茶会.データ.００６１		36	道（─）	
		6		
２部お茶会.データ.００６２		37	箱	300
		6		
２部カラー	122			
	30			
２部カラー.データ.０００１		4	箱	10
		12		
２部カラー.データ.０００２		5	道（─）	
		12		
２部カラー.データ.０００３		6	道（─）	
		12		
２部カラー.データ.０００４		7	箱	20
		12		
２部カラー.データ.０００５		8	道（─）	
		12		
２部カラー.データ.０００６		9	道（─）	
		12		
２部カラー.データ.０００７		10	箱	30
		12		
２部カラー.データ.０００８		11	道（─）	
		12		
２部カラー.データ.０００９		12	道（─）	
		12		
２部カラー.データ.００１０		13	道（┌）	
		11		
２部カラー.データ.００１１		13	箱	40
		12		
２部カラー.データ.００１２		14	道（┌）	
		10		
２部カラー.データ.００１３		14	道（┘）	
		11		
２部カラー.データ.００１４		14	道（─）	
		12		
２部カラー.データ.００１５		15	道（─）	
		10		
２部カラー.データ.００１６		15	道（─）	
		12		
２部カラー.データ.００１７		16	道（─）	
		10		
２部カラー.データ.００１８		16	箱	55
		12		
２部カラー.データ.００１９		17	箱	50
		10		
２部カラー.データ.００２０		17	道（─）	
