クエストデータ																																											
string Node Prefix	string 物語	int 終了	string 背景	string 地名	string 音楽	string フラグ	string 画像Ａ	string 画像Ｂ	string 戦闘	string 処理	string 顔画像	string 説明	string 物語２	string 物語３	string コルルンサ	string 秘書任命	string 戦闘２	string 分岐	string 条件書換前	string ！条件書換前	string 割り込み	string 割り込み背景	string 秘書登録	string 物語４	string 物語５	string 物語６	string 物語７	string 物語８	string ムービー９	string 物語１０	string カード.values	string ムービー	string 戦闘４	string 条件書換後	string 条件	string ！条件	string ムービー８	string ワープ	string フラグ２	string フラグ３	string ！条件書換後	int デッキ編集	string 目的
２部ＪＡＰＡＮ.３８０	６０５／ネプラカス／戦闘前				ＡＤＶ／アクション		死国	大ボス印						６０５／ネプラカス／戦闘後			m55ネプラカス／Ｆ																										
２部ＪＡＰＡＮ.３８０.選択分岐.分岐前											リセット２	あれは…																															
２部ＪＡＰＡＮ.３９０	６０５／ダークランス				フィールド／僻地夜		死国	イベント印																																			
２部ＪＡＰＡＮ.４００							死国	レア宝箱印		宝箱／レア																																	
２部ＪＡＰＡＮ.４１０							死国	難易度ＵＰ印		難易度																																	
２部ＪＡＰＡＮ.４２０	６０５／エピローグ	1					野営地ＪＰ	イベント印																																			
２部お茶会			自由都市平原	自由都市	フィールド／２部初クエスト																																						
２部お茶会.０１０	６０６／スタート						街道１	イベント印																																			
２部お茶会.０２０	６０６／転移		その他	－－－	無音		000異界ゲート	"\"""																														１００					
２部お茶会.１００	６０６／異界のミックス１		異界	異界　ポリポリワン	フィールド／遺跡		異界	イベント印																																			
２部お茶会.１００.選択分岐.分岐前											エール	少女を探す																															
２部お茶会.１１０	６０６／異界のミックス２						異界	イベント印																																			
２部お茶会.１２０	６０６／異界のミックス３						異界	イベント印																																			
２部お茶会.１３０	６０６／異界のミックス４		その他	－－－	無音		異界	イベント印																														２００					
２部お茶会.２００	６０６／異界のミラクル		ミステリアルーム	ミラクルの秘密屋敷	ＡＤＶ／普通／２部		ミステリアルーム	イベント印																																			
